gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,MonthlyCharges,Churn,gender_enc,Dependents_enc,PhoneService_enc,MultipleLines_enc,InternetService_enc,Churn_enc,Contract_One year,Contract_Two year,tenure_scaled,MonthlyCharges_scaled
Male,0,No,1,Yes,No,DSL,50,No,1,0,1,0,0,0,False,False,-1.2774445836787656,-0.49049538328876824
Male,1,No,63,Yes,No,Fiber optic,109,No,1,0,1,0,1,0,True,False,1.247217966963116,1.4703206181510644
Female,0,Yes,13,Yes,No,Fiber optic,53,No,0,1,1,0,1,0,False,False,-0.7888002190384014,-0.3907928747409802
Male,0,No,20,No,No,Fiber optic,55,No,1,0,0,0,1,0,False,False,-0.5037576729981889,-0.32432453570912145
Female,0,Yes,54,Yes,Yes,DSL,86,No,0,1,1,1,0,0,False,False,0.880734693482843,0.7059347192846889
Female,0,Yes,38,Yes,No,DSL,20,No,0,1,1,0,0,0,False,True,0.22920887396235737,-1.4875204687666492
Male,1,No,1,Yes,Yes,Fiber optic,70,Yes,1,0,1,1,1,1,False,False,-1.2774445836787656,0.17418800702981907
Male,0,No,67,No,No,DSL,44,No,1,0,0,0,0,0,True,False,1.4100994218432374,-0.6899004003843444
Male,0,No,55,Yes,Yes,Fiber optic,97,Yes,1,0,1,1,1,1,False,False,0.9214550572028734,1.071510583959912
Male,0,Yes,53,Yes,No,DSL,64,No,1,1,1,0,0,0,False,True,0.8400143297628127,-0.025217010065757134
Female,0,Yes,29,Yes,No,DSL,26,No,0,1,1,0,0,0,False,False,-0.13727439951791576,-1.288115451671073
Female,0,No,14,Yes,No,DSL,56,No,0,0,1,0,0,0,False,False,-0.748079855318371,-0.29109036619319206
Female,0,No,48,Yes,Yes,Fiber optic,60,Yes,0,0,1,1,1,1,False,False,0.6364125111626608,-0.15815368812947458
Female,0,No,48,Yes,No,DSL,70,No,0,0,1,0,0,0,False,False,0.6364125111626608,0.17418800702981907
Male,0,Yes,1,Yes,No,DSL,60,No,1,1,1,0,0,0,False,True,-1.2774445836787656,-0.15815368812947458
Male,0,Yes,44,Yes,No,DSL,25,No,1,1,1,0,0,0,False,False,0.47353105628253944,-1.3213496211870024
Male,0,Yes,45,Yes,Yes,Fiber optic,96,No,1,1,1,1,1,0,False,False,0.5142514200025698,1.0382764144439827
Female,0,No,56,Yes,No,Fiber optic,74,Yes,0,0,1,0,1,1,False,False,0.9621754209229036,0.3071246850935365
Male,0,No,14,No,Yes,DSL,31,No,1,0,0,1,0,0,False,True,-0.748079855318371,-1.1219446040914263
Male,0,No,2,Yes,Yes,DSL,71,No,1,0,1,1,0,0,False,False,-1.2367242199587352,0.20742217654574843
Male,1,No,36,Yes,No,Fiber optic,54,No,1,0,1,0,1,0,False,False,0.14776814652229667,-0.3575587052250508
Female,0,No,5,No,Yes,DSL,40,Yes,0,0,0,1,0,1,True,False,-1.1145631287986442,-0.8228370784480619
Female,0,Yes,69,Yes,Yes,DSL,61,No,0,1,1,1,0,0,False,False,1.4915401492832983,-0.12491951861354524
Male,0,Yes,62,Yes,No,DSL,108,No,1,1,1,0,0,0,False,False,1.2064976032430856,1.437086448635135
Female,0,No,1,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,True,-1.2774445836787656,-1.4875204687666492
Female,0,No,34,Yes,Yes,Fiber optic,65,No,0,0,1,1,1,0,False,False,0.06632741908223598,0.008017159450172232
Male,0,No,16,Yes,Yes,DSL,81,No,1,0,1,1,0,0,False,False,-0.6666391278783103,0.5397638717050421
Female,0,Yes,14,Yes,No,DSL,19,No,0,1,1,0,0,0,False,True,-0.748079855318371,-1.5207546382825785
Male,0,Yes,49,Yes,No,Fiber optic,98,No,1,1,1,0,1,0,False,False,0.6771328748826912,1.1047447534758412
Male,0,No,2,Yes,No,Fiber optic,80,Yes,1,0,1,0,1,1,False,False,-1.2367242199587352,0.5065297021891128
Male,0,Yes,26,Yes,No,DSL,19,No,1,1,1,0,0,0,False,False,-0.2594354906780068,-1.5207546382825785
Male,0,No,22,Yes,Yes,DSL,96,No,1,0,1,1,0,0,True,False,-0.4223169455581282,1.0382764144439827
Male,0,Yes,33,Yes,Yes,Fiber optic,74,Yes,1,1,1,1,1,1,False,False,0.025607055362205634,0.3071246850935365
Male,0,Yes,4,Yes,No,DSL,20,No,1,1,1,0,0,0,True,False,-1.1552834925186746,-1.4875204687666492
Male,0,No,19,Yes,No,DSL,20,No,1,0,1,0,0,0,False,True,-0.5444780367182193,-1.4875204687666492
Male,0,Yes,57,Yes,Yes,DSL,90,No,1,1,1,1,0,0,False,False,1.002895784642934,0.8388713973484064
Male,0,No,51,Yes,Yes,DSL,86,No,1,0,1,1,0,0,False,True,0.758573602322752,0.7059347192846889
Male,0,No,1,Yes,No,DSL,44,Yes,1,0,1,0,0,1,False,True,-1.2774445836787656,-0.6899004003843444
Male,0,No,3,Yes,No,DSL,90,No,1,0,1,0,0,0,True,False,-1.1960038562387048,0.8388713973484064
Male,0,Yes,1,Yes,Yes,Fiber optic,20,No,1,1,1,1,1,0,False,False,-1.2774445836787656,-1.4875204687666492
Female,0,No,15,No,Yes,Fiber optic,46,No,0,0,0,1,1,0,False,False,-0.7073594915983407,-0.6234320613524857
Male,0,No,52,Yes,Yes,Fiber optic,80,No,1,0,1,1,1,0,False,False,0.7992939660427822,0.5065297021891128
Male,0,No,56,Yes,Yes,Fiber optic,100,Yes,1,0,1,1,1,1,False,False,0.9621754209229036,1.1712130925077
Male,0,No,3,Yes,Yes,Fiber optic,77,Yes,1,0,1,1,1,1,False,False,-1.1960038562387048,0.40682719364132464
Female,0,No,26,No,No,Fiber optic,35,No,0,0,0,0,1,0,False,False,-0.2594354906780068,-0.9890079260277087
Female,0,No,68,Yes,No,Fiber optic,111,No,0,0,1,0,1,0,False,True,1.4508197855632678,1.536788957182923
Female,0,No,4,Yes,No,DSL,51,No,0,0,1,0,0,0,False,False,-1.1552834925186746,-0.4572612137728389
Male,0,Yes,72,Yes,No,DSL,26,No,1,1,1,0,0,0,True,False,1.6137012404433893,-1.288115451671073
Female,0,No,40,Yes,No,Fiber optic,106,No,0,0,1,0,1,0,False,False,0.3106496014024181,1.3706181096032763
Male,1,Yes,66,Yes,No,Fiber optic,100,Yes,1,1,1,0,1,1,False,False,1.369379058123207,1.1712130925077
Male,0,Yes,1,Yes,No,DSL,20,No,1,1,1,0,0,0,False,False,-1.2774445836787656,-1.4875204687666492
Female,1,No,19,Yes,No,DSL,105,No,0,0,1,0,0,0,False,False,-0.5444780367182193,1.3373839400873468
Male,0,No,42,Yes,No,Fiber optic,20,No,1,0,1,0,1,0,False,False,0.3920903288424788,-1.4875204687666492
Male,0,Yes,34,Yes,Yes,DSL,98,No,1,1,1,1,0,0,False,False,0.06632741908223598,1.1047447534758412
Female,0,No,1,Yes,Yes,DSL,81,Yes,0,0,1,1,0,1,True,False,-1.2774445836787656,0.5397638717050421
Male,0,Yes,72,Yes,Yes,Fiber optic,89,No,1,1,1,1,1,0,False,False,1.6137012404433893,0.805637227832477
Female,0,No,51,Yes,Yes,DSL,20,No,0,0,1,1,0,0,False,False,0.758573602322752,-1.4875204687666492
Female,1,No,55,Yes,Yes,Fiber optic,85,Yes,0,0,1,1,1,1,False,True,0.9214550572028734,0.6727005497687596
Female,0,Yes,66,Yes,Yes,Fiber optic,102,Yes,0,1,1,1,1,1,False,False,1.369379058123207,1.2376814315395588
Female,1,No,30,Yes,No,DSL,90,No,0,0,1,0,0,0,False,False,-0.0965540357978854,0.8388713973484064
Male,1,No,34,Yes,Yes,Fiber optic,90,No,1,0,1,1,1,0,False,True,0.06632741908223598,0.8388713973484064
Female,0,No,55,Yes,Yes,Fiber optic,78,Yes,0,0,1,1,1,1,False,False,0.9214550572028734,0.44006136315725397
Female,0,No,54,Yes,No,Fiber optic,95,No,0,0,1,0,1,0,False,False,0.880734693482843,1.0050422449280532
Male,0,No,57,No,No,Fiber optic,39,Yes,1,0,0,0,1,1,False,False,1.002895784642934,-0.8560712479639913
Male,0,Yes,11,Yes,Yes,Fiber optic,74,Yes,1,1,1,1,1,1,False,False,-0.8702409464784621,0.3071246850935365
Male,0,No,2,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,-1.2367242199587352,-1.4875204687666492
Male,1,No,4,Yes,No,DSL,69,No,1,0,1,0,0,0,True,False,-1.1552834925186746,0.1409538375138897
Female,0,Yes,72,Yes,No,DSL,91,No,0,1,1,0,0,0,False,False,1.6137012404433893,0.8721055668643357
Male,0,No,48,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,0.6364125111626608,-1.4875204687666492
Male,0,No,26,Yes,No,DSL,21,No,1,0,1,0,0,0,True,False,-0.2594354906780068,-1.45428629925072
Female,0,Yes,15,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,False,True,-0.7073594915983407,-1.4875204687666492
Female,0,No,15,Yes,Yes,DSL,83,No,0,0,1,1,0,0,False,True,-0.7073594915983407,0.6062322107369008
Male,0,No,64,Yes,Yes,Fiber optic,102,No,1,0,1,1,1,0,False,False,1.2879383306831464,1.2376814315395588
Female,0,No,71,Yes,Yes,DSL,111,No,0,0,1,1,0,0,False,True,1.5729808767233588,1.536788957182923
Male,0,No,63,Yes,No,DSL,69,No,1,0,1,0,0,0,False,True,1.247217966963116,0.1409538375138897
Male,0,No,1,Yes,Yes,Fiber optic,20,No,1,0,1,1,1,0,False,True,-1.2774445836787656,-1.4875204687666492
Female,0,Yes,64,Yes,No,DSL,104,No,0,1,1,0,0,0,True,False,1.2879383306831464,1.3041497705714176
Male,0,No,45,Yes,Yes,Fiber optic,76,No,1,0,1,1,1,0,False,False,0.5142514200025698,0.37359302412539525
Female,0,No,4,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,False,-1.1552834925186746,-1.4875204687666492
Female,0,No,31,Yes,Yes,Fiber optic,90,Yes,0,0,1,1,1,1,False,False,-0.055833672077855064,0.8388713973484064
Male,0,No,68,Yes,Yes,DSL,110,Yes,1,0,1,1,0,1,False,True,1.4508197855632678,1.5035547876669937
Male,0,No,25,Yes,No,DSL,82,No,1,0,1,0,0,0,False,False,-0.30015585439803716,0.5729980412209714
Male,0,Yes,72,Yes,No,DSL,25,No,1,1,1,0,0,0,False,True,1.6137012404433893,-1.3213496211870024
Female,0,No,36,Yes,Yes,DSL,56,No,0,0,1,1,0,0,False,True,0.14776814652229667,-0.29109036619319206
Male,0,No,1,Yes,No,DSL,44,No,1,0,1,0,0,0,True,False,-1.2774445836787656,-0.6899004003843444
Male,0,Yes,0,Yes,No,DSL,25,No,1,1,1,0,0,0,False,True,-1.318164947398796,-1.3213496211870024
Female,0,No,25,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,False,-0.30015585439803716,-1.4875204687666492
Female,0,No,8,Yes,Yes,Fiber optic,19,No,0,0,1,1,1,0,False,False,-0.9924020376385531,-1.5207546382825785
Female,0,Yes,37,Yes,Yes,Fiber optic,75,No,0,1,1,1,1,0,True,False,0.18848851024232702,0.3403588546094659
Male,1,No,4,Yes,Yes,DSL,95,No,1,0,1,1,0,0,True,False,-1.1552834925186746,1.0050422449280532
Female,0,Yes,28,Yes,Yes,DSL,83,No,0,1,1,1,0,0,False,False,-0.1779947632379461,0.6062322107369008
Female,0,No,37,No,No,DSL,45,No,0,0,0,0,0,0,True,False,0.18848851024232702,-0.6566662308684151
Male,0,No,8,Yes,No,DSL,20,No,1,0,1,0,0,0,True,False,-0.9924020376385531,-1.4875204687666492
Male,0,Yes,1,Yes,Yes,DSL,49,No,1,1,1,1,0,0,True,False,-1.2774445836787656,-0.5237295528046976
Female,0,Yes,25,Yes,No,Fiber optic,20,No,0,1,1,0,1,0,True,False,-0.30015585439803716,-1.4875204687666492
Male,0,No,26,Yes,Yes,Fiber optic,98,Yes,1,0,1,1,1,1,False,False,-0.2594354906780068,1.1047447534758412
Female,1,No,9,Yes,No,DSL,81,Yes,0,0,1,0,0,1,False,False,-0.9516816739185228,0.5397638717050421
Female,0,Yes,21,Yes,Yes,DSL,103,Yes,0,1,1,1,0,1,False,True,-0.46303730927815856,1.270915601055488
Male,1,No,19,Yes,Yes,Fiber optic,80,Yes,1,0,1,1,1,1,False,False,-0.5444780367182193,0.5065297021891128
Male,0,No,18,No,Yes,Fiber optic,34,No,1,0,0,1,1,0,False,False,-0.5851984004382496,-1.0222420955436382
Male,0,No,32,Yes,No,Fiber optic,108,Yes,1,0,1,0,1,1,False,False,-0.015113308357824713,1.437086448635135
Male,1,No,23,No,Yes,DSL,35,No,1,0,0,1,0,0,True,False,-0.38159658183809786,-0.9890079260277087
Female,0,Yes,55,Yes,No,Fiber optic,75,No,0,1,1,0,1,0,False,False,0.9214550572028734,0.3403588546094659
Male,0,No,43,Yes,No,DSL,26,No,1,0,1,0,0,0,False,False,0.43281069256250915,-1.288115451671073
Male,1,No,2,Yes,No,DSL,45,Yes,1,0,1,0,0,1,False,False,-1.2367242199587352,-0.6566662308684151
Female,0,No,5,Yes,No,DSL,83,No,0,0,1,0,0,0,False,False,-1.1145631287986442,0.6062322107369008
Male,0,Yes,14,Yes,Yes,Fiber optic,61,No,1,1,1,1,1,0,False,True,-0.748079855318371,-0.12491951861354524
Male,0,No,4,Yes,No,DSL,61,No,1,0,1,0,0,0,False,True,-1.1552834925186746,-0.12491951861354524
Male,0,No,4,Yes,No,DSL,45,No,1,0,1,0,0,0,False,True,-1.1552834925186746,-0.6566662308684151
Female,0,No,12,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,-0.8295205827584317,-1.4875204687666492
Female,0,No,68,Yes,Yes,Fiber optic,86,No,0,0,1,1,1,0,False,False,1.4508197855632678,0.7059347192846889
Male,0,No,10,Yes,Yes,Fiber optic,86,Yes,1,0,1,1,1,1,False,False,-0.9109613101984924,0.7059347192846889
Female,0,No,53,Yes,No,DSL,95,Yes,0,0,1,0,0,1,False,False,0.8400143297628127,1.0050422449280532
Female,0,No,66,Yes,Yes,Fiber optic,89,No,0,0,1,1,1,0,False,False,1.369379058123207,0.805637227832477
Male,0,No,27,Yes,No,DSL,19,No,1,0,1,0,0,0,False,False,-0.21871512695797646,-1.5207546382825785
Female,1,Yes,34,Yes,No,DSL,80,Yes,0,1,1,0,0,1,True,False,0.06632741908223598,0.5065297021891128
Female,1,No,11,Yes,Yes,Fiber optic,85,Yes,0,0,1,1,1,1,True,False,-0.8702409464784621,0.6727005497687596
Female,0,No,64,Yes,No,DSL,26,No,0,0,1,0,0,0,False,False,1.2879383306831464,-1.288115451671073
Female,0,No,13,Yes,No,Fiber optic,82,No,0,0,1,0,1,0,False,True,-0.7888002190384014,0.5729980412209714
Male,0,Yes,3,Yes,Yes,DSL,20,No,1,1,1,1,0,0,False,True,-1.1960038562387048,-1.4875204687666492
Male,0,No,24,Yes,Yes,Fiber optic,90,No,1,0,1,1,1,0,False,False,-0.3408762181180675,0.8388713973484064
Female,0,No,69,Yes,Yes,Fiber optic,61,No,0,0,1,1,1,0,False,False,1.4915401492832983,-0.12491951861354524
Female,0,Yes,20,Yes,Yes,DSL,96,No,0,1,1,1,0,0,False,False,-0.5037576729981889,1.0382764144439827
Female,0,No,48,No,Yes,DSL,45,No,0,0,0,1,0,0,False,True,0.6364125111626608,-0.6566662308684151
Male,0,No,13,No,No,DSL,54,Yes,1,0,0,0,0,1,False,True,-0.7888002190384014,-0.3575587052250508
Male,1,No,5,Yes,No,Fiber optic,86,No,1,0,1,0,1,0,False,False,-1.1145631287986442,0.7059347192846889
Female,0,Yes,5,Yes,Yes,Fiber optic,70,No,0,1,1,1,1,0,True,False,-1.1145631287986442,0.17418800702981907
Male,1,No,1,Yes,No,DSL,74,No,1,0,1,0,0,0,True,False,-1.2774445836787656,0.3071246850935365
Male,0,Yes,30,Yes,Yes,Fiber optic,94,Yes,1,1,1,1,1,1,False,False,-0.0965540357978854,0.9718080754121239
Male,0,No,13,Yes,No,Fiber optic,101,No,1,0,1,0,1,0,False,False,-0.7888002190384014,1.2044472620236295
Female,0,No,61,Yes,No,DSL,94,No,0,0,1,0,0,0,False,True,1.1657772395230555,0.9718080754121239
Female,0,No,4,Yes,No,DSL,20,No,0,0,1,0,0,0,False,False,-1.1552834925186746,-1.4875204687666492
Female,0,Yes,10,Yes,Yes,Fiber optic,55,Yes,0,1,1,1,1,1,True,False,-0.9109613101984924,-0.32432453570912145
Female,0,No,40,Yes,Yes,Fiber optic,64,No,0,0,1,1,1,0,False,False,0.3106496014024181,-0.025217010065757134
Male,0,No,43,Yes,No,DSL,66,No,1,0,1,0,0,0,True,False,0.43281069256250915,0.0412513289661016
Female,0,No,1,No,Yes,Fiber optic,30,No,0,0,0,1,1,0,False,True,-1.2774445836787656,-1.1551787736073555
Male,0,No,9,Yes,No,DSL,70,No,1,0,1,0,0,0,False,False,-0.9516816739185228,0.17418800702981907
Female,1,No,1,Yes,Yes,DSL,70,Yes,0,0,1,1,0,1,True,False,-1.2774445836787656,0.17418800702981907
Female,0,No,19,Yes,Yes,DSL,20,No,0,0,1,1,0,0,False,True,-0.5444780367182193,-1.4875204687666492
Female,0,No,9,Yes,No,DSL,75,No,0,0,1,0,0,0,False,False,-0.9516816739185228,0.3403588546094659
Male,0,No,9,Yes,Yes,Fiber optic,81,No,1,0,1,1,1,0,False,False,-0.9516816739185228,0.5397638717050421
Male,0,Yes,18,Yes,Yes,Fiber optic,20,No,1,1,1,1,1,0,False,False,-0.5851984004382496,-1.4875204687666492
Female,0,No,67,Yes,Yes,Fiber optic,106,No,0,0,1,1,1,0,False,False,1.4100994218432374,1.3706181096032763
Female,0,No,13,Yes,Yes,Fiber optic,44,No,0,0,1,1,1,0,True,False,-0.7888002190384014,-0.6899004003843444
Male,0,No,5,Yes,No,Fiber optic,70,Yes,1,0,1,0,1,1,False,False,-1.1145631287986442,0.17418800702981907
Male,1,No,33,Yes,No,Fiber optic,110,No,1,0,1,0,1,0,False,False,0.025607055362205634,1.5035547876669937
Female,0,No,62,Yes,No,DSL,65,No,0,0,1,0,0,0,True,False,1.2064976032430856,0.008017159450172232
Male,0,No,72,Yes,Yes,Fiber optic,101,No,1,0,1,1,1,0,True,False,1.6137012404433893,1.2044472620236295
Male,0,No,8,Yes,Yes,DSL,84,Yes,1,0,1,1,0,1,True,False,-0.9924020376385531,0.6394663802528302
Female,1,No,1,Yes,No,DSL,46,Yes,0,0,1,0,0,1,False,False,-1.2774445836787656,-0.6234320613524857
Female,0,No,44,Yes,No,DSL,95,No,0,0,1,0,0,0,False,False,0.47353105628253944,1.0050422449280532
Male,0,No,17,Yes,Yes,Fiber optic,97,No,1,0,1,1,1,0,False,True,-0.62591876415828,1.071510583959912
Female,0,Yes,30,Yes,Yes,DSL,100,Yes,0,1,1,1,0,1,False,True,-0.0965540357978854,1.1712130925077
Male,0,Yes,69,Yes,No,DSL,26,No,1,1,1,0,0,0,True,False,1.4915401492832983,-1.288115451671073
Female,0,No,23,Yes,Yes,Fiber optic,50,No,0,0,1,1,1,0,False,True,-0.38159658183809786,-0.49049538328876824
Female,0,No,2,Yes,Yes,DSL,86,Yes,0,0,1,1,0,1,True,False,-1.2367242199587352,0.7059347192846889
Female,1,No,3,Yes,Yes,Fiber optic,45,Yes,0,0,1,1,1,1,False,False,-1.1960038562387048,-0.6566662308684151
Female,0,No,30,Yes,No,DSL,75,No,0,0,1,0,0,0,True,False,-0.0965540357978854,0.3403588546094659
Male,0,No,1,Yes,Yes,Fiber optic,44,No,1,0,1,1,1,0,False,True,-1.2774445836787656,-0.6899004003843444
Female,1,No,8,Yes,No,DSL,100,No,0,0,1,0,0,0,False,False,-0.9924020376385531,1.1712130925077
Male,1,No,59,Yes,No,Fiber optic,83,No,1,0,1,0,1,0,False,False,1.0843365120829946,0.6062322107369008
Female,1,No,7,Yes,No,DSL,51,No,0,0,1,0,0,0,False,False,-1.0331224013585834,-0.4572612137728389
Female,0,Yes,37,Yes,No,DSL,95,No,0,1,1,0,0,0,False,False,0.18848851024232702,1.0050422449280532
Male,0,Yes,49,Yes,No,Fiber optic,109,No,1,1,1,0,1,0,False,False,0.6771328748826912,1.4703206181510644
Female,0,No,26,Yes,No,Fiber optic,82,No,0,0,1,0,1,0,False,False,-0.2594354906780068,0.5729980412209714
Female,0,No,1,Yes,Yes,Fiber optic,80,Yes,0,0,1,1,1,1,False,True,-1.2774445836787656,0.5065297021891128
Female,0,No,62,Yes,No,DSL,114,No,0,0,1,0,0,0,False,True,1.2064976032430856,1.6364914657307112
Female,0,No,17,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,False,-0.62591876415828,-1.4875204687666492
Male,0,No,36,Yes,No,DSL,95,No,1,0,1,0,0,0,False,False,0.14776814652229667,1.0050422449280532
Male,0,Yes,32,Yes,Yes,Fiber optic,20,No,1,1,1,1,1,0,False,True,-0.015113308357824713,-1.4875204687666492
Male,0,No,2,Yes,Yes,DSL,20,No,1,0,1,1,0,0,False,True,-1.2367242199587352,-1.4875204687666492
Female,0,Yes,30,Yes,No,DSL,19,No,0,1,1,0,0,0,True,False,-0.0965540357978854,-1.5207546382825785
Male,0,No,21,Yes,No,Fiber optic,106,Yes,1,0,1,0,1,1,True,False,-0.46303730927815856,1.3706181096032763
Male,0,No,66,Yes,No,Fiber optic,106,Yes,1,0,1,0,1,1,False,False,1.369379058123207,1.3706181096032763
Male,0,No,32,Yes,No,Fiber optic,80,Yes,1,0,1,0,1,1,False,False,-0.015113308357824713,0.5065297021891128
Female,1,No,3,Yes,No,Fiber optic,80,Yes,0,0,1,0,1,1,False,False,-1.1960038562387048,0.5065297021891128
Female,0,Yes,69,Yes,Yes,Fiber optic,20,No,0,1,1,1,1,0,False,False,1.4915401492832983,-1.4875204687666492
Male,0,No,10,Yes,Yes,Fiber optic,110,Yes,1,0,1,1,1,1,False,True,-0.9109613101984924,1.5035547876669937
Female,1,No,1,Yes,Yes,DSL,69,Yes,0,0,1,1,0,1,False,False,-1.2774445836787656,0.1409538375138897
Male,0,No,69,Yes,Yes,Fiber optic,91,No,1,0,1,1,1,0,False,False,1.4915401492832983,0.8721055668643357
Female,1,No,4,Yes,No,Fiber optic,94,Yes,0,0,1,0,1,1,False,False,-1.1552834925186746,0.9718080754121239
Male,0,Yes,66,Yes,Yes,Fiber optic,63,No,1,1,1,1,1,0,True,False,1.369379058123207,-0.0584511795816865
Female,0,No,35,No,Yes,DSL,24,No,0,0,0,1,0,0,True,False,0.10704778280226633,-1.3545837907029317
Male,0,No,22,Yes,No,DSL,105,No,1,0,1,0,0,0,False,False,-0.4223169455581282,1.3373839400873468
Female,0,Yes,55,Yes,No,DSL,19,No,0,1,1,0,0,0,False,False,0.9214550572028734,-1.5207546382825785
Male,0,No,9,Yes,No,Fiber optic,81,Yes,1,0,1,0,1,1,False,False,-0.9516816739185228,0.5397638717050421
Female,0,No,55,Yes,No,DSL,90,No,0,0,1,0,0,0,True,False,0.9214550572028734,0.8388713973484064
Female,0,No,36,Yes,Yes,Fiber optic,106,No,0,0,1,1,1,0,True,False,0.14776814652229667,1.3706181096032763
Male,1,No,27,Yes,No,DSL,81,Yes,1,0,1,0,0,1,False,False,-0.21871512695797646,0.5397638717050421
Female,0,Yes,67,Yes,Yes,Fiber optic,107,No,0,1,1,1,1,0,False,False,1.4100994218432374,1.4038522791192056
Female,1,No,54,Yes,No,DSL,102,Yes,0,0,1,0,0,1,False,False,0.880734693482843,1.2376814315395588
Male,0,No,62,No,No,DSL,39,No,1,0,0,0,0,0,True,False,1.2064976032430856,-0.8560712479639913
Male,0,Yes,56,No,No,DSL,52,No,1,1,0,0,0,0,False,True,0.9621754209229036,-0.4240270442569095
Female,0,No,34,Yes,No,DSL,110,Yes,0,0,1,0,0,1,False,False,0.06632741908223598,1.5035547876669937
Female,0,Yes,33,Yes,No,DSL,86,Yes,0,1,1,0,0,1,False,False,0.025607055362205634,0.7059347192846889
Female,0,No,5,Yes,No,DSL,94,Yes,0,0,1,0,0,1,False,False,-1.1145631287986442,0.9718080754121239
Female,0,No,16,Yes,No,Fiber optic,20,No,0,0,1,0,1,0,False,False,-0.6666391278783103,-1.4875204687666492
Male,0,No,34,Yes,No,DSL,89,No,1,0,1,0,0,0,False,False,0.06632741908223598,0.805637227832477
Female,1,No,58,Yes,No,DSL,106,Yes,0,0,1,0,0,1,False,False,1.0436161483629645,1.3706181096032763
Female,1,No,66,Yes,No,DSL,71,No,0,0,1,0,0,0,False,False,1.369379058123207,0.20742217654574843
Male,0,No,37,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,0.18848851024232702,-1.4875204687666492
Female,0,Yes,6,Yes,No,DSL,46,No,0,1,1,0,0,0,True,False,-1.0738427650786138,-0.6234320613524857
Male,0,No,65,Yes,No,DSL,74,No,1,0,1,0,0,0,False,False,1.3286586944031769,0.3071246850935365
Male,0,No,51,Yes,No,DSL,20,No,1,0,1,0,0,0,False,False,0.758573602322752,-1.4875204687666492
Male,0,No,2,Yes,No,DSL,45,Yes,1,0,1,0,0,1,False,False,-1.2367242199587352,-0.6566662308684151
Male,0,No,18,Yes,No,Fiber optic,68,No,1,0,1,0,1,0,True,False,-0.5851984004382496,0.10771966799796033
Female,0,No,51,Yes,Yes,DSL,60,No,0,0,1,1,0,0,False,False,0.758573602322752,-0.15815368812947458
Female,0,No,9,Yes,Yes,Fiber optic,20,No,0,0,1,1,1,0,False,False,-0.9516816739185228,-1.4875204687666492
Male,0,No,15,Yes,Yes,DSL,100,No,1,0,1,1,0,0,False,True,-0.7073594915983407,1.1712130925077
Male,0,Yes,72,Yes,Yes,Fiber optic,106,No,1,1,1,1,1,0,False,True,1.6137012404433893,1.3706181096032763
Male,0,Yes,12,Yes,No,Fiber optic,19,No,1,1,1,0,1,0,False,False,-0.8295205827584317,-1.5207546382825785
Male,0,No,60,No,Yes,Fiber optic,40,No,1,0,0,1,1,0,False,False,1.125056875803025,-0.8228370784480619
Female,0,No,32,Yes,No,DSL,19,No,0,0,1,0,0,0,False,False,-0.015113308357824713,-1.5207546382825785
Male,0,No,6,Yes,Yes,Fiber optic,80,Yes,1,0,1,1,1,1,False,False,-1.0738427650786138,0.5065297021891128
Male,0,Yes,39,Yes,Yes,Fiber optic,100,No,1,1,1,1,1,0,False,True,0.26992923768238775,1.1712130925077
Male,0,No,2,Yes,Yes,Fiber optic,75,No,1,0,1,1,1,0,False,False,-1.2367242199587352,0.3403588546094659
Male,0,No,71,Yes,No,DSL,79,No,1,0,1,0,0,0,True,False,1.5729808767233588,0.47329553267318336
Female,0,No,1,Yes,No,DSL,60,Yes,0,0,1,0,0,1,False,False,-1.2774445836787656,-0.15815368812947458
Male,0,No,2,Yes,No,DSL,80,Yes,1,0,1,0,0,1,False,False,-1.2367242199587352,0.5065297021891128
Female,0,Yes,72,Yes,Yes,Fiber optic,110,No,0,1,1,1,1,0,False,False,1.6137012404433893,1.5035547876669937
Female,0,No,41,Yes,No,DSL,69,No,0,0,1,0,0,0,False,True,0.35136996512244845,0.1409538375138897
Male,1,No,7,Yes,Yes,Fiber optic,75,No,1,0,1,1,1,0,False,True,-1.0331224013585834,0.3403588546094659
Male,1,No,35,Yes,Yes,Fiber optic,95,No,1,0,1,1,1,0,True,False,0.10704778280226633,1.0050422449280532
Male,0,No,31,Yes,Yes,Fiber optic,80,No,1,0,1,1,1,0,False,True,-0.055833672077855064,0.5065297021891128
Male,0,Yes,45,Yes,No,DSL,24,No,1,1,1,0,0,0,True,False,0.5142514200025698,-1.3545837907029317
Male,0,No,15,Yes,No,DSL,93,Yes,1,0,1,0,0,1,False,True,-0.7073594915983407,0.9385739058961945
Male,0,Yes,27,Yes,No,Fiber optic,20,No,1,1,1,0,1,0,False,False,-0.21871512695797646,-1.4875204687666492
